generation,best_fitness,average_fitness,std_dev_fitness,mutation_rate,mutation_strength,best_weight_0,best_weight_1,best_weight_2,best_weight_3,best_weight_4,best_weight_5,best_weight_6
49,4476.33,2321.26,1365.37,0.0600,0.1200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
50,4476.33,3011.68,1676.80,0.0500,0.1100,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
51,4476.33,3528.95,1548.88,0.0400,0.1000,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
52,4476.33,3635.79,1506.99,0.0300,0.0900,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
53,4476.33,4005.80,1204.74,0.0200,0.0800,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
54,4476.33,4071.71,1108.32,0.0100,0.0700,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
55,4476.33,4042.03,1154.83,0.0100,0.0600,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
56,4476.33,4285.74,808.52,0.0100,0.0500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
57,4476.33,4214.06,939.81,0.0100,0.0400,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
58,4476.33,4006.41,1206.17,0.0100,0.0300,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
59,4476.33,4119.33,1039.57,0.0100,0.0200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
60,4476.33,4102.67,1084.33,0.0100,0.0200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
61,4476.33,4166.15,981.45,0.0100,0.0200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
62,4476.33,4081.58,1110.00,0.0100,0.0200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
63,4476.33,3949.63,1244.73,0.0250,0.0350,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
64,4476.33,3741.42,1406.10,0.0400,0.0500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
65,4476.33,3181.20,1664.93,0.0550,0.0650,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
66,4476.33,3139.10,1686.61,0.0700,0.0800,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
67,4476.33,2844.08,1734.29,0.0850,0.0950,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
68,4476.33,2623.27,1766.19,0.1000,0.1100,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
69,4476.33,2450.18,1698.58,0.1150,0.1250,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
70,4476.33,2441.82,1721.48,0.1300,0.1400,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
71,4476.33,2310.11,1632.19,0.1450,0.1550,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
72,4476.33,2016.51,1617.51,0.1600,0.1700,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
73,4476.33,2150.88,1618.90,0.1750,0.1850,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
74,4476.33,1790.84,1469.31,0.1900,0.2000,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
75,4476.33,1759.62,1475.30,0.2050,0.2150,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
